Kat [deg]	Moment obrotowy [mNm]
92,88	-5,556
92,91	-5,444
92,94	-5,563
92,97	-5,568
93,00	-5,394
93,03	-5,526
93,06	-5,490
93,09	-5,588
93,12	-5,474
93,15	-5,497
93,18	-5,587
93,21	-5,581
93,24	-5,489
93,27	-5,553
93,30	-5,600
93,33	-5,611
93,36	-5,578
93,39	-5,545
93,42	-5,561
93,45	-5,562
93,48	-5,576
93,51	-5,501
93,54	-5,537
93,57	-5,444
93,60	-5,601
93,63	-5,555
93,66	-5,566
93,69	-5,492
93,72	-5,650
93,75	-5,621
93,78	-5,560
93,81	-5,632
93,84	-5,585
93,87	-5,581
93,90	-5,537
93,93	-5,626
93,96	-5,484
93,99	-5,512
94,02	-5,635
94,05	-5,539
94,08	-5,475
94,11	-5,457
94,14	-5,560
94,17	-5,563
94,20	-5,448
94,23	-5,504
94,26	-5,516
94,29	-5,614
94,32	-5,605
94,35	-5,540
94,38	-5,616
94,41	-5,690
94,44	-5,558
94,47	-5,640
94,50	-5,534
94,53	-5,587
94,56	-5,675
94,59	-5,608
94,62	-5,571
94,65	-5,596
94,68	-5,577
94,71	-5,562
94,74	-5,644
94,77	-5,586
94,80	-5,610
94,83	-5,483
94,86	-5,404
94,89	-5,551
94,92	-5,648
94,95	-5,565
94,98	-5,499
95,01	-5,439
95,04	-5,526
95,07	-5,566
95,10	-5,548
95,13	-5,605
95,16	-5,566
95,19	-5,641
95,22	-5,517
95,25	-5,468
95,28	-5,558
95,31	-5,523
95,34	-5,521
95,37	-5,501
95,40	-5,548
95,43	-5,590
95,46	-5,485
95,49	-5,532
95,52	-5,575
95,55	-5,573
95,58	-5,710
95,61	-5,644
95,64	-5,634
95,67	-5,585
95,70	-5,488
95,73	-5,626
95,76	-5,560
95,79	-5,589
95,82	-5,485
95,85	-5,485
95,88	-5,540
95,91	-5,512
95,94	-5,600
95,97	-5,408
96,00	-5,517
96,03	-5,420
96,06	-5,498
96,09	-5,405
96,12	-5,506
96,15	-5,458
96,18	-5,467
96,21	-5,507
96,24	-5,603
96,27	-5,603
96,30	-5,577
96,33	-5,511
96,36	-5,480
96,39	-5,552
96,42	-5,614
96,45	-5,610
96,48	-5,577
96,51	-5,492
96,54	-5,471
96,57	-5,562
96,60	-5,465
96,63	-5,479
96,66	-5,552
96,69	-5,489
96,72	-5,406
96,75	-5,496
96,78	-5,418
96,81	-5,488
96,84	-5,586
96,87	-5,526
96,90	-5,714
96,93	-5,568
96,96	-5,536
96,99	-5,605
97,02	-5,621
97,05	-5,366
97,08	-5,533
97,11	-5,410
97,14	-5,497
97,17	-5,381
97,20	-5,383
97,23	-5,534
97,26	-5,454
97,29	-5,460
97,32	-5,416
97,35	-5,485
97,38	-5,458
97,41	-5,611
97,44	-5,665
97,47	-5,504
97,50	-5,611
97,53	-5,481
97,56	-5,554
97,59	-5,550
97,62	-5,452
97,65	-5,541
97,68	-5,525
97,71	-5,534
97,74	-5,438
97,77	-5,515
97,80	-5,381
97,83	-5,474
97,86	-5,598
97,89	-5,607
97,92	-5,525
97,95	-5,448
97,98	-5,347
98,01	-5,561
98,04	-5,507
98,07	-5,488
98,10	-5,485
98,13	-5,499
98,16	-5,434
98,19	-5,586
98,22	-5,374
98,25	-5,519
98,28	-5,512
98,31	-5,461
98,34	-5,521
98,37	-5,626
98,40	-5,520
98,43	-5,554
98,46	-5,533
98,49	-5,595
98,52	-5,479
98,55	-5,520
98,58	-5,409
98,61	-5,392
98,64	-5,492
98,67	-5,521
98,70	-5,516
98,73	-5,594
98,76	-5,481
98,79	-5,444
98,82	-5,441
98,85	-5,475
98,88	-5,448
98,91	-5,531
98,94	-5,554
98,97	-5,551
99,00	-5,536
99,03	-5,494
99,06	-5,547
99,09	-5,519
99,12	-5,456
99,15	-5,433
99,18	-5,479
99,21	-5,489
99,24	-5,460
99,27	-5,501
99,30	-5,410
99,33	-5,395
99,36	-5,392
99,39	-5,500
99,42	-5,447
99,45	-5,505
99,48	-5,438
99,51	-5,389
99,54	-5,469
99,57	-5,468
99,60	-5,371
99,63	-5,375
99,66	-5,416
99,69	-5,533
99,72	-5,501
99,75	-5,394
99,78	-5,450
99,81	-5,405
99,84	-5,370
99,87	-5,345
99,90	-5,467
99,93	-5,386
99,96	-5,384
99,99	-5,446
100,02	-5,418
100,05	-5,352
100,08	-5,400
100,11	-5,530
100,14	-5,431
100,17	-5,364
100,20	-5,382
100,23	-5,287
100,26	-5,420
100,29	-5,444
100,32	-5,382
100,35	-5,377
100,38	-5,477
100,41	-5,510
100,44	-5,462
100,47	-5,416
100,50	-5,289
100,53	-5,537
100,56	-5,322
100,59	-5,420
100,62	-5,342
100,65	-5,365
100,68	-5,457
100,71	-5,320
100,74	-5,417
100,77	-5,398
100,80	-5,317
100,83	-5,418
100,86	-5,334
100,89	-5,439
100,92	-5,221
100,95	-5,380
100,98	-5,418
101,01	-5,315
101,04	-5,339
101,07	-5,353
101,10	-5,247
101,13	-5,317
101,16	-5,382
101,19	-5,442
101,22	-5,363
101,25	-5,312
101,28	-5,407
101,31	-5,251
101,34	-5,416
101,37	-5,437
101,40	-5,246
101,43	-5,248
101,46	-5,378
101,49	-5,469
101,52	-5,398
101,55	-5,288
101,58	-5,436
101,61	-5,313
101,64	-5,364
101,67	-5,228
101,70	-5,320
101,73	-5,452
101,76	-5,294
101,79	-5,390
101,82	-5,192
101,85	-5,292
101,88	-5,360
101,91	-5,316
101,94	-5,414
101,97	-5,431
102,00	-5,280
102,03	-5,329
102,06	-5,319
102,09	-5,244
102,12	-5,307
102,15	-5,189
102,18	-5,278
102,21	-5,302
102,24	-5,247
102,27	-5,230
102,30	-5,401
102,33	-5,295
102,36	-5,457
102,39	-5,274
102,42	-5,274
102,45	-5,266
102,48	-5,309
102,51	-5,247
102,54	-5,212
102,57	-5,316
102,60	-5,254
102,63	-5,317
102,66	-5,161
102,69	-5,275
102,72	-5,294
102,75	-5,308
102,78	-5,208
102,81	-5,132
102,84	-5,373
102,87	-5,222
102,90	-5,231
102,93	-5,180
102,96	-5,136
102,99	-5,141
103,02	-5,223
103,05	-5,316
103,08	-5,180
103,11	-5,185
103,14	-5,248
103,17	-5,189
103,20	-5,241
103,23	-5,347
103,26	-5,234
103,29	-5,120
103,32	-5,264
103,35	-5,248
103,38	-5,159
103,41	-5,184
103,44	-5,218
103,47	-5,292
103,50	-5,373
103,53	-5,295
103,56	-5,286
103,59	-5,222
103,62	-5,334
103,65	-5,260
103,68	-5,230
103,71	-5,324
103,74	-5,248
103,77	-5,237
103,80	-5,173
103,83	-5,324
103,86	-5,304
103,89	-5,229
103,92	-5,328
103,95	-5,161
103,98	-5,217
104,01	-5,200
104,04	-5,268
104,07	-5,150
104,10	-5,189
104,13	-5,202
104,16	-5,214
104,19	-5,292
104,22	-5,204
104,25	-5,278
104,28	-5,216
104,31	-5,248
104,34	-5,283
104,37	-5,204
104,40	-5,193
104,43	-5,252
104,46	-5,210
104,49	-5,320
104,52	-5,306
104,55	-5,260
104,58	-5,242
104,61	-5,256
104,64	-5,243
104,67	-5,290
104,70	-5,278
104,73	-5,282
104,76	-5,232
104,79	-5,261
104,82	-5,268
104,85	-5,187
104,88	-5,397
104,91	-5,207
104,94	-5,316
104,97	-5,222
105,00	-5,317
105,03	-5,166
105,06	-5,309
105,09	-5,277
105,12	-5,162
105,15	-5,184
105,18	-5,235
105,21	-5,220
105,24	-5,312
105,27	-5,262
105,30	-5,362
105,33	-5,390
105,36	-5,072
105,39	-5,214
105,42	-5,136
105,45	-5,217
105,48	-5,297
105,51	-5,248
105,54	-5,244
105,57	-5,220
105,60	-5,322
105,63	-5,251
105,66	-5,295
105,69	-5,264
105,72	-5,173
105,75	-5,161
105,78	-5,207
105,81	-5,270
105,84	-5,274
105,87	-5,302
105,90	-5,047
105,93	-5,272
105,96	-5,214
105,99	-5,147
106,02	-5,151
106,05	-5,364
106,08	-5,338
106,11	-5,197
106,14	-5,245
106,17	-5,149
106,20	-5,230
106,23	-5,255
106,26	-5,261
106,29	-5,241
106,32	-5,290
106,35	-5,237
106,38	-5,416
106,41	-5,222
106,44	-5,299
106,47	-5,251
106,50	-5,388
106,53	-5,318
106,56	-5,424
106,59	-5,390
106,62	-5,247
106,65	-5,233
106,68	-5,385
106,71	-5,261
106,74	-5,314
106,77	-5,321
106,80	-5,246
106,83	-5,260
106,86	-5,283
106,89	-5,188
106,92	-5,252
106,95	-5,330
106,98	-5,265
107,01	-5,355
107,04	-5,321
107,07	-5,410
107,10	-5,281
107,13	-5,441
107,16	-5,267
107,19	-5,371
107,22	-5,229
107,25	-5,339
107,28	-5,210
107,31	-5,411
107,34	-5,243
107,37	-5,346
107,40	-5,386
107,43	-5,259
107,46	-5,259
107,49	-5,244
107,52	-5,330
107,55	-5,276
107,58	-5,245
107,61	-5,436
107,64	-5,349
107,67	-5,347
107,70	-5,405
107,73	-5,276
107,76	-5,431
107,79	-5,318
107,82	-5,389
107,85	-5,370
107,88	-5,476
107,91	-5,454
107,94	-5,256
107,97	-5,376
108,00	-5,347
108,03	-5,346
108,06	-5,385
108,09	-5,477
108,12	-5,361
108,15	-5,421
108,18	-5,321
108,21	-5,459
108,24	-5,408
108,27	-5,312
108,30	-5,254
108,33	-5,476
108,36	-5,253
108,39	-5,325
108,42	-5,291
108,45	-5,370
108,48	-5,450
108,51	-5,359
108,54	-5,503
108,57	-5,390
108,60	-5,474
108,63	-5,350
108,66	-5,294
108,69	-5,309
108,72	-5,442
108,75	-5,500
108,78	-5,382
108,81	-5,367
108,84	-5,482
108,87	-5,341
108,90	-5,258
108,93	-5,469
108,96	-5,433
108,99	-5,561
109,02	-5,513
109,05	-5,351
109,08	-5,471
109,11	-5,355
109,14	-5,207
109,17	-5,538
109,20	-5,252
109,23	-5,368
109,26	-5,566
109,29	-5,456
109,32	-5,498
109,35	-5,490
109,38	-5,376
109,41	-5,445
109,44	-5,501
109,47	-5,448
109,50	-5,449
109,53	-5,396
109,56	-5,349
109,59	-5,422
109,62	-5,494
109,65	-5,459
109,68	-5,512
109,71	-5,456
109,74	-5,530
109,77	-5,343
109,80	-5,461
109,83	-5,393
109,86	-5,443
109,89	-5,513
109,92	-5,539
109,95	-5,390
109,98	-5,375
110,01	-5,340
110,04	-5,477
110,07	-5,314
110,10	-5,424
110,13	-5,417
110,16	-5,464
110,19	-5,438
110,22	-5,430
110,25	-5,453
110,28	-5,449
110,31	-5,543
110,34	-5,425
110,37	-5,465
110,40	-5,465
110,43	-5,521
110,46	-5,473
110,49	-5,452
110,52	-5,410
110,55	-5,523
110,58	-5,604
110,61	-5,508
110,64	-5,476
110,67	-5,500
110,70	-5,498
110,73	-5,477
110,76	-5,414
110,79	-5,448
110,82	-5,498
110,85	-5,565
110,88	-5,421
110,91	-5,430
110,94	-5,372
110,97	-5,428
111,00	-5,426
111,03	-5,290
111,06	-5,275
111,09	-5,391
111,12	-5,486
111,15	-5,408
111,18	-5,395
111,21	-5,458
111,24	-5,426
111,27	-5,486
111,30	-5,451
111,33	-5,636
111,36	-5,557
111,39	-5,558
111,42	-5,437
111,45	-5,479
111,48	-5,399
111,51	-5,587
111,54	-5,477
111,57	-5,454
111,60	-5,429
111,63	-5,506
111,66	-5,614
111,69	-5,558
111,72	-5,615
111,75	-5,469
111,78	-5,549
111,81	-5,551
111,84	-5,517
111,87	-5,573
111,90	-5,559
111,93	-5,557
111,96	-5,479
111,99	-5,502
112,02	-5,588
112,05	-5,633
112,08	-5,561
112,11	-5,447
112,14	-5,398
112,17	-5,530
112,20	-5,445
112,23	-5,545
112,26	-5,454
112,29	-5,480
112,32	-5,337
112,35	-5,345
112,38	-5,440
112,41	-5,481
112,44	-5,439
112,47	-5,546
112,50	-5,425
112,53	-5,412
112,56	-5,474
112,59	-5,351
112,62	-5,322
112,65	-5,492
112,68	-5,513
112,71	-5,580
112,74	-5,585
112,77	-5,557
112,80	-5,491
112,83	-5,534
112,86	-5,526
112,89	-5,523
112,92	-5,471
112,95	-5,420
112,98	-5,421
113,01	-5,262
113,04	-5,446
113,07	-5,450
113,10	-5,405
113,13	-5,326
113,16	-5,361
113,19	-5,490
113,22	-5,415
113,25	-5,400
113,28	-5,373
113,31	-5,307
113,34	-5,557
113,37	-5,465
113,40	-5,451
113,43	-5,403
113,46	-5,313
113,49	-5,424
113,52	-5,501
113,55	-5,427
113,58	-5,396
113,61	-5,432
113,64	-5,442
113,67	-5,417
113,70	-5,419
113,73	-5,496
113,76	-5,340
113,79	-5,402
113,82	-5,325
113,85	-5,304
113,88	-5,366
113,91	-5,416
113,94	-5,277
113,97	-5,340
114,00	-5,395
114,03	-5,412
114,06	-5,320
114,09	-5,322
114,12	-5,401
114,15	-5,556
114,18	-5,245
114,21	-5,346
114,24	-5,448
114,27	-5,423
114,30	-5,454
114,33	-5,270
114,36	-5,290
114,39	-5,435
114,42	-5,371
114,45	-5,261
114,48	-5,286
114,51	-5,299
114,54	-5,323
114,57	-5,403
114,60	-5,345
114,63	-5,434
114,66	-5,406
114,69	-5,237
114,72	-5,456
114,75	-5,449
114,78	-5,383
114,81	-5,293
114,84	-5,359
114,87	-5,332
114,90	-5,334
114,93	-5,248
114,96	-5,369
114,99	-5,264
115,02	-5,441
115,05	-5,441
115,08	-5,432
115,11	-5,351
115,14	-5,341
115,17	-5,306
115,20	-5,265
115,23	-5,190
115,26	-5,228
115,29	-5,199
115,32	-5,175
115,35	-5,164
115,38	-5,276
115,41	-5,232
115,44	-5,370
115,47	-5,262
115,50	-5,365
115,53	-5,317
115,56	-5,214
115,59	-5,235
115,62	-5,192
115,65	-5,308
115,68	-5,280
115,71	-5,118
115,74	-5,377
115,77	-5,271
115,80	-5,435
115,83	-5,278
115,86	-5,248
115,89	-5,303
115,92	-5,349
115,95	-5,203
115,98	-5,247
116,01	-5,150
116,04	-5,229
116,07	-5,266
116,10	-5,199
116,13	-5,176
116,16	-5,147
116,19	-5,274
116,22	-5,294
116,25	-5,175
116,28	-5,281
116,31	-5,225
116,34	-5,240
116,37	-5,168
116,40	-5,234
116,43	-5,176
116,46	-5,101
116,49	-5,243
116,52	-5,232
116,55	-5,208
116,58	-5,222
116,61	-5,145
116,64	-5,261
116,67	-5,200
116,70	-5,299
116,73	-5,319
116,76	-5,181
116,79	-5,374
116,82	-5,274
116,85	-5,280
116,88	-5,329
116,91	-5,171
116,94	-5,314
116,97	-5,300
117,00	-5,123
117,03	-5,354
117,06	-5,110
117,09	-5,217
117,12	-5,264
117,15	-5,205
117,18	-5,224
117,21	-5,227
117,24	-5,260
117,27	-5,264
117,30	-5,258
117,33	-5,200
117,36	-5,140
117,39	-5,180
117,42	-5,284
117,45	-5,262
117,48	-5,299
117,51	-5,161
117,54	-5,163
117,57	-5,206
117,60	-5,207
117,63	-5,130
117,66	-5,247
117,69	-5,225
117,72	-5,225
117,75	-5,258
117,78	-5,245
117,81	-5,322
117,84	-5,332
117,87	-5,350
117,90	-5,253
117,93	-5,334
117,96	-5,363
117,99	-5,300
118,02	-5,365
118,05	-5,200
118,08	-5,237
118,11	-5,201
118,14	-5,219
118,17	-5,259
118,20	-5,338
118,23	-5,351
118,26	-5,163
118,29	-5,313
118,32	-5,239
118,35	-5,251
118,38	-5,397
118,41	-5,279
118,44	-5,416
118,47	-5,289
118,50	-5,330
118,53	-5,159
118,56	-5,362
118,59	-5,282
118,62	-5,223
118,65	-5,261
118,68	-5,246
118,71	-5,274
118,74	-5,269
118,77	-5,318
118,80	-5,343
118,83	-5,274
118,86	-5,291
118,89	-5,348
118,92	-5,270
118,95	-5,232
118,98	-5,325
119,01	-5,352
119,04	-5,384
119,07	-5,324
119,10	-5,390
119,13	-5,320
119,16	-5,304
119,19	-5,358
119,22	-5,307
119,25	-5,434
119,28	-5,331
119,31	-5,252
119,34	-5,341
119,37	-5,259
119,40	-5,240
119,43	-5,397
119,46	-5,317
119,49	-5,457
119,52	-5,303
119,55	-5,301
119,58	-5,514
119,61	-5,260
119,64	-5,382
119,67	-5,227
119,70	-5,391
119,73	-5,251
119,76	-5,231
119,79	-5,394
119,82	-5,234
119,85	-5,323
119,88	-5,429
119,91	-5,303
119,94	-5,444
119,97	-5,340
120,00	-5,400
120,03	-5,406
120,06	-5,265
120,09	-5,320
120,12	-5,316
120,15	-5,393
120,18	-5,343
120,21	-5,322
120,24	-5,380
120,27	-5,333
120,30	-5,468
120,33	-5,467
120,36	-5,440
120,39	-5,446
120,42	-5,260
120,45	-5,320
120,48	-5,363
120,51	-5,286
120,54	-5,436
120,57	-5,402
120,60	-5,463
120,63	-5,342
120,66	-5,309
120,69	-5,401
120,72	-5,306
120,75	-5,414
120,78	-5,268
120,81	-5,269
120,84	-5,521
120,87	-5,318
120,90	-5,457
120,93	-5,385
120,96	-5,337
120,99	-5,413
121,02	-5,472
121,05	-5,437
121,08	-5,401
121,11	-5,224
121,14	-5,320
121,17	-5,440
121,20	-5,454
121,23	-5,343
121,26	-5,291
121,29	-5,434
121,32	-5,332
121,35	-5,398
121,38	-5,312
121,41	-5,251
121,44	-5,335
121,47	-5,380
121,50	-5,428
121,53	-5,370
121,56	-5,439
121,59	-5,309
121,62	-5,447
121,65	-5,269
121,68	-5,408
121,71	-5,375
121,74	-5,353
121,77	-5,420
121,80	-5,443
121,83	-5,381
121,86	-5,348
121,89	-5,349
121,92	-5,452
121,95	-5,445
121,98	-5,506
122,01	-5,332
122,04	-5,292
122,07	-5,376
122,10	-5,340
122,13	-5,449
122,16	-5,442
122,19	-5,416
122,22	-5,330
122,25	-5,457
122,28	-5,266
122,31	-5,432
122,34	-5,369
122,37	-5,369
122,40	-5,381
122,43	-5,507
122,46	-5,430
122,49	-5,368
122,52	-5,357
122,55	-5,462
122,58	-5,512
122,61	-5,506
122,64	-5,363
122,67	-5,455
122,70	-5,231
122,73	-5,516
122,76	-5,340
122,79	-5,525
122,82	-5,396
122,85	-5,398
122,88	-5,471
122,91	-5,302
122,94	-5,458
122,97	-5,454
123,00	-5,407
123,03	-5,368
123,06	-5,476
123,09	-5,396
123,12	-5,410
123,15	-5,471
123,18	-5,251
123,21	-5,391
123,24	-5,419
123,27	-5,574
123,30	-5,478
123,33	-5,350
123,36	-5,350
123,39	-5,342
123,42	-5,419
123,45	-5,380
123,48	-5,439
123,51	-5,439
123,54	-5,424
123,57	-5,377
123,60	-5,454
123,63	-5,557
123,66	-5,346
123,69	-5,423
123,72	-5,466
123,75	-5,451
123,78	-5,358
123,81	-5,280
123,84	-5,387
123,87	-5,525
123,90	-5,441
123,93	-5,444
123,96	-5,372
123,99	-5,539
124,02	-5,509
124,05	-5,413
124,08	-5,463
124,11	-5,412
124,14	-5,509
124,17	-5,411
124,20	-5,365
124,23	-5,509
124,26	-5,351
124,29	-5,496
124,32	-5,556
124,35	-5,438
124,38	-5,304
124,41	-5,516
124,44	-5,405
124,47	-5,467
124,50	-5,498
124,53	-5,341
124,56	-5,453
124,59	-5,484
124,62	-5,379
124,65	-5,412
124,68	-5,382
124,71	-5,334
124,74	-5,357
124,77	-5,334
124,80	-5,424
124,83	-5,390
124,86	-5,394
124,89	-5,331
124,92	-5,409
124,95	-5,335
124,98	-5,307
125,01	-5,324
125,04	-5,363
125,07	-5,394
125,10	-5,353
125,13	-5,359
125,16	-5,376
125,19	-5,408
125,22	-5,319
125,25	-5,511
125,28	-5,454
125,31	-5,472
125,34	-5,313
125,37	-5,482
125,40	-5,447
125,43	-5,390
125,46	-5,422
125,49	-5,307
125,52	-5,503
125,55	-5,450
125,58	-5,297
125,61	-5,389
125,64	-5,412
125,67	-5,432
125,70	-5,285
125,73	-5,385
125,76	-5,414
125,79	-5,448
125,82	-5,357
125,85	-5,413
125,88	-5,573
125,91	-5,364
125,94	-5,321
125,97	-5,418
126,00	-5,505
126,03	-5,396
126,06	-5,484
126,09	-5,441
126,12	-5,391
126,15	-5,329
126,18	-5,451
126,21	-5,311
126,24	-5,428
126,27	-5,510
126,30	-5,355
126,33	-5,520
126,36	-5,459
126,39	-5,275
126,42	-5,335
126,45	-5,353
126,48	-5,391
126,51	-5,458
126,54	-5,477
126,57	-5,340
126,60	-5,315
126,63	-5,491
126,66	-5,491
126,69	-5,421
126,72	-5,457
126,75	-5,341
126,78	-5,296
126,81	-5,303
126,84	-5,292
126,87	-5,313
126,90	-5,316
126,93	-5,475
126,96	-5,375
126,99	-5,432
127,02	-5,358
127,05	-5,514
127,08	-5,417
127,11	-5,414
127,14	-5,437
127,17	-5,378
127,20	-5,415
127,23	-5,471
127,26	-5,343
127,29	-5,402
127,32	-5,342
127,35	-5,420
127,38	-5,366
127,41	-5,478
127,44	-5,450
127,47	-5,409
127,50	-5,335
127,53	-5,415
127,56	-5,468
127,59	-5,538
127,62	-5,320
127,65	-5,463
127,68	-5,451
127,71	-5,366
127,74	-5,548
127,77	-5,463
127,80	-5,449
127,83	-5,452
127,86	-5,396
127,89	-5,409
127,92	-5,464
127,95	-5,357
127,98	-5,409
128,01	-5,371
128,04	-5,392
128,07	-5,341
128,10	-5,420
128,13	-5,467
128,16	-5,449
128,19	-5,386
128,22	-5,341
128,25	-5,310
128,28	-5,299
128,31	-5,489
128,34	-5,351
128,37	-5,540
128,40	-5,463
128,43	-5,421
128,46	-5,472
128,49	-5,343
128,52	-5,443
128,55	-5,379
128,58	-5,366
128,61	-5,523
128,64	-5,370
128,67	-5,418
128,70	-5,408
128,73	-5,378
128,76	-5,447
128,79	-5,494
128,82	-5,443
128,85	-5,502
128,88	-5,504
128,91	-5,450
128,94	-5,431
128,97	-5,611
129,00	-5,575
129,03	-5,510
129,06	-5,466
129,09	-5,477
129,12	-5,419
129,15	-5,528
129,18	-5,590
129,21	-5,498
129,24	-5,493
129,27	-5,499
129,30	-5,477
129,33	-5,421
129,36	-5,401
129,39	-5,612
129,42	-5,513
129,45	-5,389
129,48	-5,481
129,51	-5,370
129,54	-5,436
129,57	-5,510
129,60	-5,637
129,63	-5,606
129,66	-5,582
129,69	-5,586
129,72	-5,493
129,75	-5,569
129,78	-5,505
129,81	-5,583
129,84	-5,625
129,87	-5,639
129,90	-5,483
129,93	-5,471
129,96	-5,484
129,99	-5,516
130,02	-5,621
130,05	-5,526
130,08	-5,510
130,11	-5,570
130,14	-5,553
130,17	-5,538
130,20	-5,585
130,23	-5,629
130,26	-5,611
130,29	-5,576
130,32	-5,681
130,35	-5,524
130,38	-5,574
130,41	-5,614
130,44	-5,504
130,47	-5,535
130,50	-5,559
130,53	-5,570
130,56	-5,576
130,59	-5,533
130,62	-5,530
130,65	-5,589
130,68	-5,511
130,71	-5,616
130,74	-5,458
130,77	-5,661
130,80	-5,426
130,83	-5,610
130,86	-5,551
130,89	-5,500
130,92	-5,653
130,95	-5,621
130,98	-5,579
131,01	-5,614
131,04	-5,470
131,07	-5,412
131,10	-5,424
131,13	-5,658
131,16	-5,529
131,19	-5,618
131,22	-5,493
131,25	-5,549
131,28	-5,492
131,31	-5,651
131,34	-5,546
131,37	-5,573
131,40	-5,519
131,43	-5,486
131,46	-5,520
131,49	-5,574
131,52	-5,546
131,55	-5,509
131,58	-5,617
131,61	-5,505
131,64	-5,577
131,67	-5,638
131,70	-5,463
131,73	-5,575
131,76	-5,393
131,79	-5,428
131,82	-5,406
131,85	-5,610
131,88	-5,558
131,91	-5,511
131,94	-5,553
131,97	-5,470
132,00	-5,537
132,03	-5,530
132,06	-5,494
132,09	-5,305
132,12	-5,535
132,15	-5,442
132,18	-5,407
132,21	-5,448
132,24	-5,545
132,27	-5,364
132,30	-5,396
132,33	-5,473
132,36	-5,437
132,39	-5,366
132,42	-5,446
132,45	-5,412
132,48	-5,430
132,51	-5,376
132,54	-5,318
132,57	-5,433
132,60	-5,497
132,63	-5,383
132,66	-5,569
132,69	-5,498
132,72	-5,501
132,75	-5,444
132,78	-5,410
132,81	-5,346
132,84	-5,357
132,87	-5,510
132,90	-5,429
132,93	-5,437
132,96	-5,283
132,99	-5,357
133,02	-5,373
133,05	-5,415
133,08	-5,604
133,11	-5,396
133,14	-5,421
133,17	-5,383
133,20	-5,398
133,23	-5,428
133,26	-5,407
133,29	-5,348
133,32	-5,464
133,35	-5,402
133,38	-5,538
133,41	-5,392
133,44	-5,468
133,47	-5,495
133,50	-5,416
133,53	-5,381
133,56	-5,485
133,59	-5,324
133,62	-5,493
133,65	-5,379
133,68	-5,287
133,71	-5,344
133,74	-5,341
133,77	-5,379
133,80	-5,445
133,83	-5,360
133,86	-5,473
133,89	-5,425
133,92	-5,388
133,95	-5,368
133,98	-5,378
134,01	-5,328
134,04	-5,481
134,07	-5,557
134,10	-5,449
134,13	-5,491
134,16	-5,474
134,19	-5,440
134,22	-5,393
134,25	-5,477
134,28	-5,399
134,31	-5,353
134,34	-5,489
134,37	-5,532
134,40	-5,509
134,43	-5,392
134,46	-5,449
134,49	-5,413
134,52	-5,363
134,55	-5,429
134,58	-5,412
134,61	-5,467
134,64	-5,467
134,67	-5,481
134,70	-5,431
134,73	-5,444
134,76	-5,293
134,79	-5,412
134,82	-5,383
134,85	-5,521
134,88	-5,431
134,91	-5,430
134,94	-5,352
134,97	-5,402
135,00	-5,533
135,03	-5,486
135,06	-5,490
135,09	-5,453
135,12	-5,502
135,15	-5,439
135,18	-5,437
135,21	-5,542
135,24	-5,544
135,27	-5,545
135,30	-5,528
135,33	-5,480
135,36	-5,582
135,39	-5,417
135,42	-5,522
135,45	-5,453
135,48	-5,427
135,51	-5,560
135,54	-5,487
135,57	-5,517
135,60	-5,480
135,63	-5,398
135,66	-5,479
135,69	-5,463
135,72	-5,482
135,75	-5,294
135,78	-5,502
135,81	-5,585
135,84	-5,426
135,87	-5,365
135,90	-5,483
135,93	-5,461
135,96	-5,509
135,99	-5,440
136,02	-5,516
136,05	-5,348
136,08	-5,488
136,11	-5,415
136,14	-5,445
136,17	-5,488
136,20	-5,439
136,23	-5,586
136,26	-5,518
136,29	-5,475
136,32	-5,447
136,35	-5,466
136,38	-5,374
136,41	-5,473
136,44	-5,615
136,47	-5,446
136,50	-5,505
136,53	-5,455
136,56	-5,396
136,59	-5,419
136,62	-5,471
136,65	-5,472
136,68	-5,646
136,71	-5,421
136,74	-5,511
136,77	-5,424
136,80	-5,371
136,83	-5,468
136,86	-5,581
136,89	-5,322
136,92	-5,578
136,95	-5,533
136,98	-5,473
137,01	-5,573
137,04	-5,496
137,07	-5,720
137,10	-5,563
137,13	-5,405
137,16	-5,422
137,19	-5,426
137,22	-5,491
137,25	-5,478
137,28	-5,473
137,31	-5,455
137,34	-5,372
137,37	-5,517
137,40	-5,461
137,43	-5,572
137,46	-5,431
137,49	-5,452
137,52	-5,508
137,55	-5,448
137,58	-5,530
137,61	-5,394
137,64	-5,617
137,67	-5,560
137,70	-5,436
137,73	-5,479
137,76	-5,527
137,79	-5,470
137,82	-5,443
137,85	-5,432
137,88	-5,450
137,91	-5,533
137,94	-5,522
137,97	-5,406
138,00	-5,497
138,03	-5,416
138,06	-5,604
138,09	-5,389
138,12	-5,501
138,15	-5,477
138,18	-5,497
138,21	-5,458
138,24	-5,443
138,27	-5,556
138,30	-5,514
138,33	-5,611
138,36	-5,555
138,39	-5,528
138,42	-5,471
138,45	-5,613
138,48	-5,520
138,51	-5,555
138,54	-5,482
138,57	-5,640
138,60	-5,616
138,63	-5,480
138,66	-5,423
138,69	-5,580
138,72	-5,630
138,75	-5,586
138,78	-5,449
138,81	-5,545
138,84	-5,537
138,87	-5,619
138,90	-5,556
138,93	-5,528
138,96	-5,472
138,99	-5,603
139,02	-5,614
139,05	-5,591
139,08	-5,629
139,11	-5,629
139,14	-5,618
139,17	-5,571
139,20	-5,477
139,23	-5,454
139,26	-5,568
139,29	-5,587
139,32	-5,572
139,35	-5,642
139,38	-5,533
139,41	-5,551
139,44	-5,631
